Entry(0): Poverty: 2.4, State: Utah, County: Morgan County, Income: 86071, Total Pop: 11014
Entry(1669): Poverty: 15.7, State: Texas, County: Anderson County, Income: 42313, Total Pop: 57747
Entry(1670): Poverty: 15.7, State: North Carolina, County: Stanly County, Income: 46017, Total Pop: 60875
Entry(1671): Poverty: 15.7, State: Kentucky, County: Hancock County, Income: 49135, Total Pop: 8700
Entry(1672): Poverty: 15.7, State: Colorado, County: Custer County, Income: 41330, Total Pop: 4505
Entry(1673): Poverty: 15.7, State: Arkansas, County: Carroll County, Income: 39686, Total Pop: 27782
Entry(1674): Poverty: 15.7, State: Arizona, County: Maricopa County, Income: 58580, Total Pop: 4155501
Entry(1675): Poverty: 15.7, State: West Virginia, County: Taylor County, Income: 45916, Total Pop: 16977
Entry(1676): Poverty: 15.7, State: Oklahoma, County: Osage County, Income: 47683, Total Pop: 47350
Entry(1677): Poverty: 15.7, State: New York, County: Clinton County, Income: 52759, Total Pop: 81224
Entry(1678): Poverty: 15.7, State: Missouri, County: Dallas County, Income: 41441, Total Pop: 16441
Entry(1679): Poverty: 15.7, State: Kansas, County: Barton County, Income: 46070, Total Pop: 27067
Entry(1680): Poverty: 15.7, State: Illinois, County: Bond County, Income: 54393, Total Pop: 17034
Entry(1681): Poverty: 15.7, State: Florida, County: Hillsborough County, Income: 53742, Total Pop: 1351087
Entry(1682): Poverty: 15.7, State: Ohio, County: Harrison County, Income: 46223, Total Pop: 15397
Entry(1683): Poverty: 15.7, State: Louisiana, County: Assumption Parish, Income: 48656, Total Pop: 22881
Entry(1684): Poverty: 15.7, State: Illinois, County: Ford County, Income: 50851, Total Pop: 13470
Entry(1685): Poverty: 15.7, State: Michigan, County: St. Joseph County, Income: 47856, Total Pop: 60890
Entry(1686): Poverty: 15.8, State: Tennessee, County: Knox County, Income: 52458, Total Pop: 452286
Entry(1687): Poverty: 15.8, State: Nebraska, County: Sheridan County, Income: 41209, Total Pop: 5241
Entry(1688): Poverty: 15.8, State: Kentucky, County: Larue County, Income: 41720, Total Pop: 14102
Entry(1689): Poverty: 15.8, State: Texas, County: Rusk County, Income: 49270, Total Pop: 53026
Entry(1690): Poverty: 15.8, State: North Carolina, County: Davidson County, Income: 45806, Total Pop: 164118
Entry(1691): Poverty: 15.8, State: Kentucky, County: Trigg County, Income: 47259, Total Pop: 14286
Entry(1692): Poverty: 15.8, State: Montana, County: Meagher County, Income: 41343, Total Pop: 2000
Entry(1693): Poverty: 15.8, State: Kentucky, County: Daviess County, Income: 48371, Total Pop: 99258
Entry(1694): Poverty: 15.8, State: Texas, County: Tyler County, Income: 44396, Total Pop: 21456
Entry(1695): Poverty: 15.8, State: Texas, County: Calhoun County, Income: 58788, Total Pop: 21821
Entry(1696): Poverty: 15.8, State: Minnesota, County: Nobles County, Income: 53267, Total Pop: 21854
Entry(1697): Poverty: 15.8, State: Georgia, County: Fannin County, Income: 43344, Total Pop: 24480
Entry(1698): Poverty: 15.8, State: Colorado, County: Fremont County, Income: 44712, Total Pop: 46601
Entry(1699): Poverty: 15.8, State: Arkansas, County: Boone County, Income: 40727, Total Pop: 37212
Entry(1700): Poverty: 15.8, State: Arkansas, County: Hot Spring County, Income: 40626, Total Pop: 33480
Entry(1701): Poverty: 15.8, State: Idaho, County: Benewah County, Income: 43472, Total Pop: 9050
Entry(1702): Poverty: 15.8, State: Illinois, County: Wayne County, Income: 46405, Total Pop: 16569
Entry(1703): Poverty: 15.8, State: Michigan, County: Van Buren County, Income: 49119, Total Pop: 75190
Entry(1704): Poverty: 15.8, State: New York, County: Chemung County, Income: 51251, Total Pop: 86883
Entry(1705): Poverty: 15.8, State: North Carolina, County: Pender County, Income: 49357, Total Pop: 57630
Entry(1706): Poverty: 15.8, State: Oklahoma, County: Custer County, Income: 48520, Total Pop: 29169
Entry(1707): Poverty: 15.9, State: Texas, County: Jones County, Income: 48601, Total Pop: 19969
Entry(1708): Poverty: 15.9, State: New York, County: Orleans County, Income: 49223, Total Pop: 41584
Entry(1709): Poverty: 15.9, State: Montana, County: Missoula County, Income: 49412, Total Pop: 114231
Entry(1710): Poverty: 15.9, State: Michigan, County: Tuscola County, Income: 45495, Total Pop: 53569
Entry(1711): Poverty: 15.9, State: Maryland, County: Wicomico County, Income: 54493, Total Pop: 102014
Entry(1712): Poverty: 15.9, State: Idaho, County: Gooding County, Income: 42626, Total Pop: 15110
Entry(1713): Poverty: 15.9, State: Washington, County: Franklin County, Income: 60275, Total Pop: 89124
Entry(1714): Poverty: 15.9, State: Texas, County: Dallam County, Income: 45580, Total Pop: 7207
Entry(1715): Poverty: 15.9, State: Oklahoma, County: Cimarron County, Income: 44667, Total Pop: 2221
Entry(1716): Poverty: 15.9, State: North Carolina, County: Nash County, Income: 46187, Total Pop: 94125
Entry(1717): Poverty: 15.9, State: Arkansas, County: Greene County, Income: 45566, Total Pop: 44197
Entry(1718): Poverty: 15.9, State: Texas, County: Castro County, Income: 44643, Total Pop: 7891
Entry(1719): Poverty: 15.9, State: Pennsylvania, County: Columbia County, Income: 48395, Total Pop: 66615
Entry(1720): Poverty: 15.9, State: Missouri, County: Sullivan County, Income: 42034, Total Pop: 6382
Entry(1721): Poverty: 15.9, State: Michigan, County: Missaukee County, Income: 42370, Total Pop: 14982
Entry(1722): Poverty: 15.9, State: Michigan, County: Branch County, Income: 48192, Total Pop: 43543
Entry(1723): Poverty: 15.9, State: South Dakota, County: Moody County, Income: 56233, Total Pop: 6496
Entry(1724): Poverty: 15.9, State: South Dakota, County: Brookings County, Income: 53473, Total Pop: 33697
Entry(1725): Poverty: 15.9, State: Oregon, County: Marion County, Income: 53828, Total Pop: 330453
Entry(1726): Poverty: 15.9, State: Maine, County: Penobscot County, Income: 47886, Total Pop: 152284
Entry(1727): Poverty: 15.9, State: Kansas, County: Barber County, Income: 52075, Total Pop: 4905
Entry(1728): Poverty: 15.9, State: Iowa, County: Wayne County, Income: 42434, Total Pop: 6405
Entry(1729): Poverty: 15.9, State: Illinois, County: Peoria County, Income: 53063, Total Pop: 186145
Entry(1730): Poverty: 15.9, State: Illinois, County: Cook County, Income: 59426, Total Pop: 5238541
Entry(1731): Poverty: 15.9, State: Iowa, County: Black Hawk County, Income: 50916, Total Pop: 132960
Entry(1732): Poverty: 15.9, State: Missouri, County: Jackson County, Income: 50652, Total Pop: 688554
Entry(1733): Poverty: 15.9, State: New York, County: Sullivan County, Income: 53877, Total Pop: 75783
Entry(1734): Poverty: 15.9, State: Tennessee, County: Giles County, Income: 43925, Total Pop: 29024
Entry(1735): Poverty: 15.9, State: Washington, County: Grant County, Income: 52382, Total Pop: 93420
Entry(1736): Poverty: 16.0, State: Texas, County: DeWitt County, Income: 50960, Total Pop: 20474
Entry(1737): Poverty: 16.0, State: Florida, County: Duval County, Income: 51296, Total Pop: 912043
Entry(1738): Poverty: 16.0, State: Washington, County: Lewis County, Income: 46387, Total Pop: 76012
Entry(1739): Poverty: 16.0, State: Texas, County: Milam County, Income: 41768, Total Pop: 24479
Entry(1740): Poverty: 16.0, State: Nebraska, County: Madison County, Income: 49865, Total Pop: 35062
Entry(1741): Poverty: 16.0, State: Montana, County: Ravalli County, Income: 44733, Total Pop: 41387
Entry(1742): Poverty: 16.0, State: Michigan, County: Mason County, Income: 45524, Total Pop: 28800
Entry(1743): Poverty: 16.0, State: Indiana, County: Miami County, Income: 46666, Total Pop: 36035
Entry(1744): Poverty: 16.0, State: Colorado, County: Mesa County, Income: 51971, Total Pop: 148798
Entry(1745): Poverty: 16.0, State: Alaska, County: Prince of Wales-Hyder Census Area, Income: 52114, Total Pop: 6473
Entry(1746): Poverty: 16.0, State: Nebraska, County: McPherson County, Income: 60714, Total Pop: 432
Entry(1747): Poverty: 16.0, State: Nebraska, County: Brown County, Income: 42773, Total Pop: 3058
Entry(1748): Poverty: 16.0, State: Washington, County: Grays Harbor County, Income: 45483, Total Pop: 71454
Entry(1749): Poverty: 16.0, State: Louisiana, County: Lafourche Parish, Income: 52705, Total Pop: 98112
Entry(1750): Poverty: 16.0, State: Georgia, County: Fulton County, Income: 61336, Total Pop: 1010420
Entry(1751): Poverty: 16.0, State: Kansas, County: Cowley County, Income: 46624, Total Pop: 35732
Entry(1752): Poverty: 16.0, State: New York, County: Fulton County, Income: 48033, Total Pop: 53955
Entry(1753): Poverty: 16.0, State: Tennessee, County: Cumberland County, Income: 40994, Total Pop: 58178
Entry(1754): Poverty: 16.1, State: Texas, County: Hamilton County, Income: 46611, Total Pop: 8220
Entry(1755): Poverty: 16.1, State: Oregon, County: Linn County, Income: 49515, Total Pop: 121074
Entry(1756): Poverty: 16.1, State: Oklahoma, County: Harmon County, Income: 38264, Total Pop: 2758
Entry(1757): Poverty: 16.1, State: Indiana, County: Henry County, Income: 46131, Total Pop: 48649
Entry(1758): Poverty: 16.1, State: Alabama, County: Cherokee County, Income: 40041, Total Pop: 25855
Entry(1759): Poverty: 16.1, State: Texas, County: Taylor County, Income: 49161, Total Pop: 135371
Entry(1760): Poverty: 16.1, State: New Mexico, County: Lea County, Income: 59285, Total Pop: 69505
Entry(1761): Poverty: 16.1, State: Montana, County: Beaverhead County, Income: 43880, Total Pop: 9360
Entry(1762): Poverty: 16.1, State: Illinois, County: Stephenson County, Income: 46427, Total Pop: 45839
Entry(1763): Poverty: 16.1, State: Florida, County: Volusia County, Income: 43838, Total Pop: 518660
Entry(1764): Poverty: 16.1, State: Missouri, County: Montgomery County, Income: 43094, Total Pop: 11618
Entry(1765): Poverty: 16.1, State: West Virginia, County: Marion County, Income: 48158, Total Pop: 56575
Entry(1766): Poverty: 16.1, State: New York, County: Otsego County, Income: 51254, Total Pop: 60750
Entry(1767): Poverty: 16.1, State: Alabama, County: Coffee County, Income: 49821, Total Pop: 51073
Entry(1768): Poverty: 16.1, State: Georgia, County: Hall County, Income: 55622, Total Pop: 192865
Entry(1769): Poverty: 16.2, State: Ohio, County: Crawford County, Income: 41726, Total Pop: 42231
Entry(1770): Poverty: 16.2, State: Texas, County: Liberty County, Income: 48344, Total Pop: 79884
Entry(1771): Poverty: 16.2, State: Missouri, County: Johnson County, Income: 50689, Total Pop: 53941
Entry(1772): Poverty: 16.2, State: Georgia, County: Putnam County, Income: 48340, Total Pop: 21430
Entry(1773): Poverty: 16.2, State: Kentucky, County: Livingston County, Income: 43472, Total Pop: 9288
Entry(1774): Poverty: 16.2, State: Iowa, County: Webster County, Income: 42148, Total Pop: 36945
Entry(1775): Poverty: 16.2, State: Idaho, County: Butte County, Income: 43207, Total Pop: 2613
Entry(1776): Poverty: 16.2, State: Kansas, County: Ford County, Income: 49890, Total Pop: 34658
Entry(1777): Poverty: 16.2, State: Kansas, County: Finney County, Income: 51703, Total Pop: 37097
Entry(1778): Poverty: 16.2, State: Utah, County: Carbon County, Income: 46994, Total Pop: 20512
Entry(1779): Poverty: 16.2, State: Washington, County: Mason County, Income: 53087, Total Pop: 61569
Entry(1780): Poverty: 16.3, State: Texas, County: Smith County, Income: 50742, Total Pop: 222277
Entry(1781): Poverty: 16.3, State: Michigan, County: Bay County, Income: 45983, Total Pop: 105350
Entry(1782): Poverty: 16.3, State: Iowa, County: Lee County, Income: 48266, Total Pop: 34785
Entry(1783): Poverty: 16.3, State: Tennessee, County: Anderson County, Income: 47206, Total Pop: 75538
Entry(1784): Poverty: 16.3, State: Louisiana, County: Jefferson Parish, Income: 50868, Total Pop: 437038
Entry(1785): Poverty: 16.3, State: Georgia, County: Rockdale County, Income: 54175, Total Pop: 88482
Entry(1786): Poverty: 16.3, State: Arkansas, County: Faulkner County, Income: 50316, Total Pop: 121282
Entry(1787): Poverty: 16.3, State: Alabama, County: Lauderdale County, Income: 44888, Total Pop: 92590
Entry(1788): Poverty: 16.3, State: Virginia, County: Fredericksburg city, Income: 57258, Total Pop: 28135
Entry(1789): Poverty: 16.3, State: Texas, County: Runnels County, Income: 41226, Total Pop: 10266
Entry(1790): Poverty: 16.3, State: Texas, County: Leon County, Income: 44875, Total Pop: 16966
Entry(1791): Poverty: 16.3, State: Nebraska, County: Richardson County, Income: 46839, Total Pop: 8045
Entry(1792): Poverty: 16.3, State: Mississippi, County: Lamar County, Income: 56129, Total Pop: 60517
Entry(1793): Poverty: 16.3, State: Idaho, County: Jerome County, Income: 46421, Total Pop: 23039
Entry(1794): Poverty: 16.3, State: Texas, County: McCulloch County, Income: 42367, Total Pop: 8145
Entry(1795): Poverty: 16.3, State: Texas, County: Live Oak County, Income: 51480, Total Pop: 12043
Entry(1796): Poverty: 16.4, State: West Virginia, County: Tyler County, Income: 40902, Total Pop: 8949
Entry(1797): Poverty: 16.4, State: Texas, County: Hutchinson County, Income: 50035, Total Pop: 21704
Entry(1798): Poverty: 16.4, State: North Carolina, County: Franklin County, Income: 48344, Total Pop: 63866
Entry(1799): Poverty: 16.4, State: Montana, County: Lincoln County, Income: 36934, Total Pop: 19249
Entry(1800): Poverty: 16.4, State: South Carolina, County: Kershaw County, Income: 46565, Total Pop: 63734
Entry(1801): Poverty: 16.4, State: Oregon, County: Multnomah County, Income: 60369, Total Pop: 788459
Entry(1802): Poverty: 16.4, State: North Carolina, County: Caldwell County, Income: 40735, Total Pop: 81805
Entry(1803): Poverty: 16.4, State: Virginia, County: Newport News city, Income: 51082, Total Pop: 180775
Entry(1804): Poverty: 16.4, State: Texas, County: Brown County, Income: 43062, Total Pop: 37787
Entry(1805): Poverty: 16.4, State: Texas, County: Bexar County, Income: 53999, Total Pop: 1892004
Entry(1806): Poverty: 16.4, State: Missouri, County: Howard County, Income: 50356, Total Pop: 10144
Entry(1807): Poverty: 16.4, State: Michigan, County: Marquette County, Income: 48491, Total Pop: 67145
Entry(1808): Poverty: 16.4, State: Kansas, County: Rice County, Income: 48333, Total Pop: 9868
Entry(1809): Poverty: 16.4, State: North Carolina, County: Durham County, Income: 56393, Total Pop: 300865
Entry(1810): Poverty: 16.4, State: Kentucky, County: Harrison County, Income: 44620, Total Pop: 18630
Entry(1811): Poverty: 16.4, State: Florida, County: Taylor County, Income: 37188, Total Pop: 22350
Entry(1812): Poverty: 16.4, State: Alabama, County: Cullman County, Income: 40997, Total Pop: 81703
Entry(1813): Poverty: 16.4, State: Illinois, County: Lawrence County, Income: 44504, Total Pop: 16457
Entry(1814): Poverty: 16.4, State: Louisiana, County: Bossier Parish, Income: 52145, Total Pop: 125698
Entry(1815): Poverty: 16.4, State: Michigan, County: Crawford County, Income: 42666, Total Pop: 13821
Entry(1816): Poverty: 16.4, State: Oklahoma, County: Carter County, Income: 47754, Total Pop: 48407
Entry(1817): Poverty: 16.4, State: Texas, County: Goliad County, Income: 56737, Total Pop: 7510
Entry(1818): Poverty: 16.5, State: Texas, County: Young County, Income: 46351, Total Pop: 18166
Entry(1819): Poverty: 16.5, State: South Dakota, County: Day County, Income: 43902, Total Pop: 5524
Entry(1820): Poverty: 16.5, State: New York, County: Allegany County, Income: 45359, Total Pop: 47400
Entry(1821): Poverty: 16.5, State: Colorado, County: Delta County, Income: 42487, Total Pop: 30217
Entry(1822): Poverty: 16.5, State: Missouri, County: Miller County, Income: 41461, Total Pop: 24947
Entry(1823): Poverty: 16.5, State: Kansas, County: Sherman County, Income: 52030, Total Pop: 5999
Entry(1824): Poverty: 16.5, State: Texas, County: Bandera County, Income: 56413, Total Pop: 21316
Entry(1825): Poverty: 16.5, State: Tennessee, County: Washington County, Income: 44180, Total Pop: 126437
Entry(1826): Poverty: 16.5, State: Maryland, County: Caroline County, Income: 52469, Total Pop: 32785
Entry(1827): Poverty: 16.5, State: Kentucky, County: Greenup County, Income: 47517, Total Pop: 36012
Entry(1828): Poverty: 16.5, State: Iowa, County: Montgomery County, Income: 43674, Total Pop: 10239
Entry(1829): Poverty: 16.5, State: Alaska, County: Lake and Peninsula Borough, Income: 45208, Total Pop: 1301
Entry(1830): Poverty: 16.5, State: West Virginia, County: Kanawha County, Income: 46859, Total Pop: 187827
Entry(1831): Poverty: 16.5, State: Texas, County: Wilbarger County, Income: 43913, Total Pop: 12972
Entry(1832): Poverty: 16.5, State: Texas, County: Red River County, Income: 35356, Total Pop: 12353
