Entry(0): Income 11680, State: Puerto Rico, County: Adjuntas Municipio, Total Pop: 18525, Poverty: 64.1
Entry(1814): Income 49662, State: Texas, County: Tom Green County, Total Pop: 116906, Poverty: 12.9
Entry(1815): Income 49663, State: Kansas, County: Dickinson County, Total Pop: 19162, Poverty: 11.6
Entry(1816): Income 49677, State: Virginia, County: Amherst County, Total Pop: 31819, Poverty: 13.4
Entry(1817): Income 49686, State: New Mexico, County: San Juan County, Total Pop: 128221, Poverty: 20.8
Entry(1818): Income 49689, State: Indiana, County: Perry County, Total Pop: 19229, Poverty: 14.5
Entry(1819): Income 49691, State: Virginia, County: Pulaski County, Total Pop: 34330, Poverty: 13.9
Entry(1820): Income 49704, State: Texas, County: Panola County, Total Pop: 23574, Poverty: 15.3
Entry(1821): Income 49706, State: Kentucky, County: Pendleton County, Total Pop: 14530, Poverty: 15.1
Entry(1822): Income 49706, State: Nebraska, County: Wheeler County, Total Pop: 846, Poverty: 2.6
Entry(1823): Income 49710, State: Ohio, County: Huron County, Total Pop: 58497, Poverty: 14.2
Entry(1824): Income 49715, State: Michigan, County: Jackson County, Total Pop: 158989, Poverty: 15.2
Entry(1825): Income 49716, State: Illinois, County: Wabash County, Total Pop: 11568, Poverty: 13.1
Entry(1826): Income 49717, State: Illinois, County: Randolph County, Total Pop: 32829, Poverty: 12.3
Entry(1827): Income 49718, State: Iowa, County: Clarke County, Total Pop: 9267, Poverty: 15.4
Entry(1828): Income 49728, State: Kansas, County: Saline County, Total Pop: 55334, Poverty: 12.6
Entry(1829): Income 49734, State: Virginia, County: Giles County, Total Pop: 16867, Poverty: 11.3
Entry(1830): Income 49734, State: Florida, County: Lake County, Total Pop: 326215, Poverty: 12.8
Entry(1831): Income 49742, State: California, County: Kings County, Total Pop: 150183, Poverty: 20.9
Entry(1832): Income 49745, State: Iowa, County: Adams County, Total Pop: 3785, Poverty: 11.2
Entry(1833): Income 49745, State: Texas, County: Grimes County, Total Pop: 27358, Poverty: 18.6
Entry(1834): Income 49750, State: North Dakota, County: Sheridan County, Total Pop: 1403, Poverty: 15.4
Entry(1835): Income 49761, State: Montana, County: Sweet Grass County, Total Pop: 3646, Poverty: 10.4
Entry(1836): Income 49767, State: Ohio, County: Wyandot County, Total Pop: 22190, Poverty: 11.3
Entry(1837): Income 49804, State: Washington, County: Cowlitz County, Total Pop: 103590, Poverty: 16.9
Entry(1838): Income 49807, State: Illinois, County: Shelby County, Total Pop: 21906, Poverty: 12.1
Entry(1839): Income 49821, State: Wisconsin, County: Taylor County, Total Pop: 20344, Poverty: 10.9
Entry(1840): Income 49821, State: Alabama, County: Coffee County, Total Pop: 51073, Poverty: 16.1
Entry(1841): Income 49828, State: Oregon, County: Clatsop County, Total Pop: 38021, Poverty: 12.2
Entry(1842): Income 49865, State: Nebraska, County: Madison County, Total Pop: 35062, Poverty: 16.0
Entry(1843): Income 49866, State: Ohio, County: Paulding County, Total Pop: 18951, Poverty: 10.7
Entry(1844): Income 49876, State: Pennsylvania, County: Elk County, Total Pop: 30781, Poverty: 9.4
Entry(1845): Income 49882, State: South Dakota, County: Jerauld County, Total Pop: 2034, Poverty: 8.9
Entry(1846): Income 49890, State: Kansas, County: Ford County, Total Pop: 34658, Poverty: 16.2
Entry(1847): Income 49921, State: Indiana, County: LaPorte County, Total Pop: 110839, Poverty: 16.6
Entry(1848): Income 49926, State: Kansas, County: Logan County, Total Pop: 2790, Poverty: 8.9
Entry(1849): Income 49941, State: Florida, County: Leon County, Total Pop: 285890, Poverty: 20.5
Entry(1850): Income 49962, State: Oklahoma, County: Cotton County, Total Pop: 6000, Poverty: 15.4
Entry(1851): Income 49964, State: Idaho, County: Boise County, Total Pop: 6968, Poverty: 11.3
Entry(1852): Income 49968, State: Arkansas, County: Grant County, Total Pop: 18076, Poverty: 14.4
Entry(1853): Income 49985, State: Indiana, County: Lawrence County, Total Pop: 45669, Poverty: 11.5
Entry(1854): Income 49996, State: Wisconsin, County: Vernon County, Total Pop: 30378, Poverty: 16.6
Entry(1855): Income 49997, State: Ohio, County: Clinton County, Total Pop: 41869, Poverty: 14.7
Entry(1856): Income 50000, State: New Jersey, County: Cumberland County, Total Pop: 154952, Poverty: 18.8
Entry(1857): Income 50000, State: Texas, County: Sterling County, Total Pop: 1139, Poverty: 17.0
Entry(1858): Income 50000, State: Texas, County: Foard County, Total Pop: 1414, Poverty: 5.7
Entry(1859): Income 50007, State: Pennsylvania, County: Fulton County, Total Pop: 14631, Poverty: 11.5
Entry(1860): Income 50017, State: Pennsylvania, County: Tioga County, Total Pop: 41550, Poverty: 13.4
Entry(1861): Income 50029, State: South Dakota, County: Yankton County, Total Pop: 22660, Poverty: 13.1
Entry(1862): Income 50035, State: Texas, County: Hutchinson County, Total Pop: 21704, Poverty: 16.4
Entry(1863): Income 50044, State: Minnesota, County: Watonwan County, Total Pop: 10936, Poverty: 12.2
Entry(1864): Income 50061, State: Texas, County: Van Zandt County, Total Pop: 53607, Poverty: 14.2
Entry(1865): Income 50063, State: Indiana, County: Huntington County, Total Pop: 36520, Poverty: 11.6
Entry(1866): Income 50064, State: Ohio, County: Darke County, Total Pop: 51919, Poverty: 11.6
Entry(1867): Income 50071, State: Oregon, County: Umatilla County, Total Pop: 76736, Poverty: 17.8
Entry(1868): Income 50072, State: Iowa, County: Winnebago County, Total Pop: 10545, Poverty: 10.1
Entry(1869): Income 50076, State: Colorado, County: Phillips County, Total Pop: 4327, Poverty: 8.1
Entry(1870): Income 50110, State: Wisconsin, County: Bayfield County, Total Pop: 15004, Poverty: 11.0
Entry(1871): Income 50116, State: Maine, County: Kennebec County, Total Pop: 121289, Poverty: 14.1
Entry(1872): Income 50117, State: Ohio, County: Stark County, Total Pop: 374273, Poverty: 14.0
Entry(1873): Income 50120, State: Texas, County: Ochiltree County, Total Pop: 10484, Poverty: 13.0
Entry(1874): Income 50145, State: Texas, County: Wharton County, Total Pop: 41430, Poverty: 17.5
Entry(1875): Income 50156, State: Illinois, County: Cass County, Total Pop: 12880, Poverty: 13.1
Entry(1876): Income 50157, State: New York, County: Steuben County, Total Pop: 97539, Poverty: 14.5
Entry(1877): Income 50161, State: Missouri, County: Ralls County, Total Pop: 10208, Poverty: 13.3
Entry(1878): Income 50162, State: Minnesota, County: Cass County, Total Pop: 28810, Poverty: 15.3
Entry(1879): Income 50162, State: Maine, County: Waldo County, Total Pop: 39280, Poverty: 14.3
Entry(1880): Income 50174, State: Nebraska, County: Burt County, Total Pop: 6546, Poverty: 12.3
Entry(1881): Income 50179, State: Iowa, County: Monroe County, Total Pop: 7912, Poverty: 10.9
Entry(1882): Income 50195, State: Minnesota, County: Lac qui Parle County, Total Pop: 6840, Poverty: 9.3
Entry(1883): Income 50196, State: Indiana, County: Pike County, Total Pop: 12471, Poverty: 10.6
Entry(1884): Income 50212, State: Kansas, County: Marion County, Total Pop: 12087, Poverty: 10.7
Entry(1885): Income 50229, State: Kansas, County: Edwards County, Total Pop: 2946, Poverty: 10.2
Entry(1886): Income 50241, State: Texas, County: Colorado County, Total Pop: 20913, Poverty: 12.0
Entry(1887): Income 50250, State: Kentucky, County: Gallatin County, Total Pop: 8652, Poverty: 13.4
Entry(1888): Income 50266, State: Utah, County: Kane County, Total Pop: 7246, Poverty: 11.1
Entry(1889): Income 50266, State: California, County: Plumas County, Total Pop: 18724, Poverty: 13.3
Entry(1890): Income 50268, State: Kentucky, County: Lyon County, Total Pop: 8268, Poverty: 14.1
Entry(1891): Income 50270, State: Nebraska, County: Valley County, Total Pop: 4252, Poverty: 11.5
Entry(1892): Income 50272, State: North Dakota, County: Griggs County, Total Pop: 2276, Poverty: 8.0
Entry(1893): Income 50273, State: Tennessee, County: Hamilton County, Total Pop: 354589, Poverty: 14.5
Entry(1894): Income 50274, State: Mississippi, County: Jackson County, Total Pop: 141314, Poverty: 15.3
Entry(1895): Income 50276, State: Wisconsin, County: Green Lake County, Total Pop: 18745, Poverty: 11.4
Entry(1896): Income 50278, State: Nebraska, County: Logan County, Total Pop: 919, Poverty: 9.7
Entry(1897): Income 50283, State: Florida, County: Bay County, Total Pop: 180117, Poverty: 15.4
Entry(1898): Income 50295, State: Iowa, County: Clinton County, Total Pop: 47587, Poverty: 13.1
Entry(1899): Income 50300, State: Kansas, County: Doniphan County, Total Pop: 7790, Poverty: 13.7
Entry(1900): Income 50316, State: Arkansas, County: Faulkner County, Total Pop: 121282, Poverty: 16.3
Entry(1901): Income 50322, State: New York, County: Jefferson County, Total Pop: 116567, Poverty: 14.8
Entry(1902): Income 50323, State: North Carolina, County: Harnett County, Total Pop: 128753, Poverty: 18.0
Entry(1903): Income 50338, State: Texas, County: Refugio County, Total Pop: 7293, Poverty: 16.6
Entry(1904): Income 50338, State: Kansas, County: Morris County, Total Pop: 5605, Poverty: 9.8
Entry(1905): Income 50356, State: Missouri, County: Howard County, Total Pop: 10144, Poverty: 16.4
Entry(1906): Income 50370, State: Ohio, County: Sandusky County, Total Pop: 59559, Poverty: 13.6
Entry(1907): Income 50385, State: Colorado, County: Mineral County, Total Pop: 834, Poverty: 12.0
Entry(1908): Income 50386, State: New Mexico, County: Bernalillo County, Total Pop: 674855, Poverty: 18.0
Entry(1909): Income 50388, State: Oklahoma, County: Washington County, Total Pop: 51867, Poverty: 14.0
Entry(1910): Income 50410, State: Texas, County: Parmer County, Total Pop: 9871, Poverty: 17.3
Entry(1911): Income 50420, State: Kansas, County: Marshall County, Total Pop: 9859, Poverty: 8.9
Entry(1912): Income 50450, State: South Dakota, County: Perkins County, Total Pop: 2964, Poverty: 12.0
Entry(1913): Income 50454, State: North Carolina, County: Henderson County, Total Pop: 112156, Poverty: 11.8
Entry(1914): Income 50470, State: Iowa, County: Palo Alto County, Total Pop: 9110, Poverty: 7.1
Entry(1915): Income 50483, State: Virginia, County: Middlesex County, Total Pop: 10710, Poverty: 10.2
Entry(1916): Income 50486, State: Indiana, County: Tippecanoe County, Total Pop: 186081, Poverty: 20.9
Entry(1917): Income 50496, State: Missouri, County: Camden County, Total Pop: 44855, Poverty: 17.5
Entry(1918): Income 50509, State: Minnesota, County: Kanabec County, Total Pop: 15948, Poverty: 11.6
Entry(1919): Income 50513, State: Alabama, County: Tuscaloosa County, Total Pop: 204424, Poverty: 17.3
Entry(1920): Income 50522, State: Wisconsin, County: Grant County, Total Pop: 51742, Poverty: 15.3
Entry(1921): Income 50524, State: Texas, County: Llano County, Total Pop: 20195, Poverty: 12.5
Entry(1922): Income 50524, State: Minnesota, County: Cottonwood County, Total Pop: 11437, Poverty: 15.6
Entry(1923): Income 50532, State: Maryland, County: Dorchester County, Total Pop: 32386, Poverty: 15.4
Entry(1924): Income 50543, State: Texas, County: Pecos County, Total Pop: 15804, Poverty: 11.5
Entry(1925): Income 50555, State: Illinois, County: Carroll County, Total Pop: 14704, Poverty: 11.3
Entry(1926): Income 50557, State: South Carolina, County: Lancaster County, Total Pop: 86544, Poverty: 15.5
Entry(1927): Income 50568, State: Iowa, County: Mahaska County, Total Pop: 22301, Poverty: 14.4
Entry(1928): Income 50569, State: Iowa, County: Cerro Gordo County, Total Pop: 43134, Poverty: 11.3
Entry(1929): Income 50571, State: Pennsylvania, County: Juniata County, Total Pop: 24448, Poverty: 13.1
Entry(1930): Income 50594, State: Oklahoma, County: Ellis County, Total Pop: 4102, Poverty: 17.2
Entry(1931): Income 50603, State: Idaho, County: Bear Lake County, Total Pop: 5942, Poverty: 14.5
Entry(1932): Income 50619, State: Florida, County: Walton County, Total Pop: 63457, Poverty: 17.0
Entry(1933): Income 50629, State: Virginia, County: Essex County, Total Pop: 11083, Poverty: 12.3
Entry(1934): Income 50634, State: Pennsylvania, County: Lycoming County, Total Pop: 115398, Poverty: 14.0
Entry(1935): Income 50642, State: Iowa, County: Ringgold County, Total Pop: 4986, Poverty: 10.9
Entry(1936): Income 50652, State: Missouri, County: Jackson County, Total Pop: 688554, Poverty: 15.9
Entry(1937): Income 50658, State: South Dakota, County: Miner County, Total Pop: 2255, Poverty: 11.6
Entry(1938): Income 50666, State: Georgia, County: Monroe County, Total Pop: 26795, Poverty: 13.3
Entry(1939): Income 50668, State: Illinois, County: Christian County, Total Pop: 33562, Poverty: 12.8
Entry(1940): Income 50673, State: Kansas, County: Norton County, Total Pop: 5527, Poverty: 11.6
Entry(1941): Income 50680, State: Illinois, County: Cumberland County, Total Pop: 10899, Poverty: 14.3
Entry(1942): Income 50687, State: Missouri, County: Gasconade County, Total Pop: 14769, Poverty: 12.0
Entry(1943): Income 50688, State: Iowa, County: Chickasaw County, Total Pop: 12140, Poverty: 8.9
Entry(1944): Income 50689, State: Missouri, County: Johnson County, Total Pop: 53941, Poverty: 16.2
Entry(1945): Income 50699, State: Michigan, County: Cass County, Total Pop: 51397, Poverty: 13.6
Entry(1946): Income 50720, State: South Dakota, County: Hand County, Total Pop: 3303, Poverty: 8.2
Entry(1947): Income 50722, State: Indiana, County: Jefferson County, Total Pop: 32293, Poverty: 13.7
Entry(1948): Income 50724, State: Oklahoma, County: Garfield County, Total Pop: 62421, Poverty: 13.6
Entry(1949): Income 50730, State: Wisconsin, County: Douglas County, Total Pop: 43503, Poverty: 14.2
Entry(1950): Income 50733, State: New York, County: Franklin County, Total Pop: 51054, Poverty: 19.4
Entry(1951): Income 50734, State: Nebraska, County: Cuming County, Total Pop: 9039, Poverty: 8.0
Entry(1952): Income 50742, State: Texas, County: Smith County, Total Pop: 222277, Poverty: 16.3
Entry(1953): Income 50762, State: Oklahoma, County: Oklahoma County, Total Pop: 774203, Poverty: 17.0
Entry(1954): Income 50781, State: North Dakota, County: Walsh County, Total Pop: 10920, Poverty: 9.9
Entry(1955): Income 50782, State: North Carolina, County: Lincoln County, Total Pop: 80504, Poverty: 15.2
Entry(1956): Income 50787, State: Kentucky, County: Henry County, Total Pop: 15677, Poverty: 18.2
Entry(1957): Income 50817, State: Kansas, County: Gove County, Total Pop: 2632, Poverty: 9.0
Entry(1958): Income 50823, State: Michigan, County: Otsego County, Total Pop: 24247, Poverty: 14.9
Entry(1959): Income 50826, State: California, County: Kern County, Total Pop: 878744, Poverty: 22.6
Entry(1960): Income 50831, State: Vermont, County: Windham County, Total Pop: 43332, Poverty: 14.1
Entry(1961): Income 50847, State: Minnesota, County: Faribault County, Total Pop: 13966, Poverty: 11.5
Entry(1962): Income 50850, State: Utah, County: Sevier County, Total Pop: 20961, Poverty: 13.3
Entry(1963): Income 50850, State: Montana, County: Prairie County, Total Pop: 1325, Poverty: 10.1
Entry(1964): Income 50851, State: Illinois, County: Ford County, Total Pop: 13470, Poverty: 15.7
Entry(1965): Income 50855, State: Texas, County: Howard County, Total Pop: 36491, Poverty: 13.9
Entry(1966): Income 50865, State: Texas, County: Coryell County, Total Pop: 75818, Poverty: 13.3
Entry(1967): Income 50868, State: Louisiana, County: Jefferson Parish, Total Pop: 437038, Poverty: 16.3
Entry(1968): Income 50870, State: South Dakota, County: Brule County, Total Pop: 5280, Poverty: 14.6
Entry(1969): Income 50875, State: North Dakota, County: Grant County, Total Pop: 2387, Poverty: 12.8
Entry(1970): Income 50880, State: Iowa, County: Worth County, Total Pop: 7502, Poverty: 10.1
Entry(1971): Income 50893, State: Kansas, County: Rawlins County, Total Pop: 2520, Poverty: 8.7
Entry(1972): Income 50893, State: Ohio, County: Ashland County, Total Pop: 53299, Poverty: 14.2
Entry(1973): Income 50897, State: Missouri, County: Moniteau County, Total Pop: 15904, Poverty: 11.9
Entry(1974): Income 50900, State: Pennsylvania, County: Bradford County, Total Pop: 61546, Poverty: 12.2
Entry(1975): Income 50910, State: Texas, County: Wheeler County, Total Pop: 5599, Poverty: 19.2
Entry(1976): Income 50916, State: Iowa, County: Black Hawk County, Total Pop: 132960, Poverty: 15.9
Entry(1977): Income 50920, State: Nevada, County: Lyon County, Total Pop: 52303, Poverty: 13.7
