Entry(0): Total Pop: 74, State: Texas, County: Loving County, Income: 80938, Poverty: 17.1
Entry(1887): Total Pop: 35062, State: Nebraska, County: Madison County, Income: 49865, Poverty: 16.0
Entry(1888): Total Pop: 35098, State: Texas, County: Hill County, Income: 45970, Poverty: 17.5
Entry(1889): Total Pop: 35149, State: Maine, County: Sagadahoc County, Income: 60457, Poverty: 11.3
Entry(1890): Total Pop: 35262, State: Tennessee, County: Cocke County, Income: 32027, Poverty: 25.0
Entry(1891): Total Pop: 35265, State: Virginia, County: Orange County, Income: 67196, Poverty: 8.9
Entry(1892): Total Pop: 35321, State: Iowa, County: Wapello County, Income: 43329, Poverty: 17.0
Entry(1893): Total Pop: 35352, State: Wisconsin, County: Oneida County, Income: 52945, Poverty: 9.0
Entry(1894): Total Pop: 35398, State: Missouri, County: Barry County, Income: 40638, Poverty: 20.5
Entry(1895): Total Pop: 35408, State: Minnesota, County: Carlton County, Income: 58874, Poverty: 12.1
Entry(1896): Total Pop: 35412, State: North Carolina, County: Dare County, Income: 55640, Poverty: 8.9
Entry(1897): Total Pop: 35444, State: Texas, County: Jasper County, Income: 41960, Poverty: 16.8
Entry(1898): Total Pop: 35445, State: North Carolina, County: Scotland County, Income: 32739, Poverty: 29.8
Entry(1899): Total Pop: 35488, State: Missouri, County: Laclede County, Income: 42646, Poverty: 17.7
Entry(1900): Total Pop: 35523, State: West Virginia, County: Greenbrier County, Income: 40483, Poverty: 17.8
Entry(1901): Total Pop: 35569, State: Nebraska, County: Lincoln County, Income: 55875, Poverty: 12.6
Entry(1902): Total Pop: 35675, State: Florida, County: DeSoto County, Income: 35435, Poverty: 29.9
Entry(1903): Total Pop: 35688, State: Georgia, County: Ware County, Income: 36962, Poverty: 24.8
Entry(1904): Total Pop: 35732, State: Kansas, County: Cowley County, Income: 46624, Poverty: 16.0
Entry(1905): Total Pop: 35733, State: Illinois, County: Fulton County, Income: 48599, Poverty: 15.5
Entry(1906): Total Pop: 35757, State: Kentucky, County: Clark County, Income: 51547, Poverty: 15.0
Entry(1907): Total Pop: 35796, State: Kansas, County: Geary County, Income: 46096, Poverty: 14.9
Entry(1908): Total Pop: 35816, State: Minnesota, County: McLeod County, Income: 59869, Poverty: 8.4
Entry(1909): Total Pop: 35929, State: Texas, County: Hopkins County, Income: 47832, Poverty: 17.9
Entry(1910): Total Pop: 35967, State: Mississippi, County: Monroe County, Income: 39444, Poverty: 19.2
Entry(1911): Total Pop: 35972, State: Georgia, County: Oconee County, Income: 77388, Poverty: 6.9
Entry(1912): Total Pop: 35981, State: Mississippi, County: Marshall County, Income: 41134, Poverty: 17.8
Entry(1913): Total Pop: 35983, State: Ohio, County: Perry County, Income: 46477, Poverty: 19.2
Entry(1914): Total Pop: 36012, State: Kentucky, County: Greenup County, Income: 47517, Poverty: 16.5
Entry(1915): Total Pop: 36027, State: Kentucky, County: Whitley County, Income: 34103, Poverty: 25.2
Entry(1916): Total Pop: 36035, State: Indiana, County: Miami County, Income: 46666, Poverty: 16.0
Entry(1917): Total Pop: 36054, State: Vermont, County: Bennington County, Income: 52251, Poverty: 12.8
Entry(1918): Total Pop: 36090, State: Virginia, County: Isle of Wight County, Income: 67767, Poverty: 10.3
Entry(1919): Total Pop: 36333, State: Michigan, County: Houghton County, Income: 41379, Poverty: 21.4
Entry(1920): Total Pop: 36343, State: Utah, County: Uintah County, Income: 67012, Poverty: 11.6
Entry(1921): Total Pop: 36395, State: Michigan, County: Delta County, Income: 44639, Poverty: 14.4
Entry(1922): Total Pop: 36491, State: Texas, County: Howard County, Income: 50855, Poverty: 13.9
Entry(1923): Total Pop: 36509, State: Nebraska, County: Scotts Bluff County, Income: 47975, Poverty: 13.2
Entry(1924): Total Pop: 36520, State: Indiana, County: Huntington County, Income: 50063, Poverty: 11.6
Entry(1925): Total Pop: 36576, State: Nebraska, County: Dodge County, Income: 51748, Poverty: 13.2
Entry(1926): Total Pop: 36598, State: Louisiana, County: Beauregard Parish, Income: 47350, Poverty: 17.3
Entry(1927): Total Pop: 36602, State: Ohio, County: Coshocton County, Income: 43251, Poverty: 15.0
Entry(1928): Total Pop: 36612, State: Minnesota, County: Steele County, Income: 58882, Poverty: 9.9
Entry(1929): Total Pop: 36744, State: Texas, County: Matagorda County, Income: 44896, Poverty: 20.6
Entry(1930): Total Pop: 36789, State: Iowa, County: Jasper County, Income: 56363, Poverty: 9.1
Entry(1931): Total Pop: 36812, State: Illinois, County: Livingston County, Income: 54339, Poverty: 13.3
Entry(1932): Total Pop: 36825, State: Vermont, County: Addison County, Income: 61875, Poverty: 7.8
Entry(1933): Total Pop: 36869, State: Wisconsin, County: Green County, Income: 60609, Poverty: 8.9
Entry(1934): Total Pop: 36891, State: Minnesota, County: Douglas County, Income: 58667, Poverty: 8.4
Entry(1935): Total Pop: 36945, State: Iowa, County: Webster County, Income: 42148, Poverty: 16.2
Entry(1936): Total Pop: 37035, State: Virginia, County: Gloucester County, Income: 63881, Poverty: 8.7
Entry(1937): Total Pop: 37061, State: Ohio, County: Williams County, Income: 47593, Poverty: 13.5
Entry(1938): Total Pop: 37097, State: Arkansas, County: Independence County, Income: 39945, Poverty: 18.5
Entry(1939): Total Pop: 37097, State: Kansas, County: Finney County, Income: 51703, Poverty: 16.2
Entry(1940): Total Pop: 37159, State: North Carolina, County: Alexander County, Income: 44523, Poverty: 14.7
Entry(1941): Total Pop: 37212, State: Arkansas, County: Boone County, Income: 40727, Poverty: 15.8
Entry(1942): Total Pop: 37242, State: Mississippi, County: Alcorn County, Income: 38919, Poverty: 19.6
Entry(1943): Total Pop: 37259, State: Kentucky, County: Graves County, Income: 40369, Poverty: 19.2
Entry(1944): Total Pop: 37306, State: California, County: Amador County, Income: 60636, Poverty: 10.6
Entry(1945): Total Pop: 37338, State: Pennsylvania, County: Greene County, Income: 50972, Poverty: 14.8
Entry(1946): Total Pop: 37447, State: Kentucky, County: Floyd County, Income: 31196, Poverty: 30.7
Entry(1947): Total Pop: 37461, State: Maryland, County: Talbot County, Income: 65595, Poverty: 10.0
Entry(1948): Total Pop: 37465, State: Wisconsin, County: Oconto County, Income: 55762, Poverty: 9.1
Entry(1949): Total Pop: 37519, State: Alabama, County: Covington County, Income: 39467, Poverty: 17.6
Entry(1950): Total Pop: 37543, State: Indiana, County: Putnam County, Income: 55295, Poverty: 11.6
Entry(1951): Total Pop: 37558, State: Missouri, County: Webster County, Income: 45185, Poverty: 18.4
Entry(1952): Total Pop: 37581, State: South Carolina, County: Colleton County, Income: 34996, Poverty: 22.3
Entry(1953): Total Pop: 37585, State: Puerto Rico, County: Yauco Municipio, Income: 14451, Poverty: 50.4
Entry(1954): Total Pop: 37621, State: Alabama, County: Escambia County, Income: 35026, Poverty: 23.8
Entry(1955): Total Pop: 37640, State: Illinois, County: Clinton County, Income: 64543, Poverty: 9.0
Entry(1956): Total Pop: 37676, State: Puerto Rico, County: Moca Municipio, Income: 13413, Poverty: 57.7
Entry(1957): Total Pop: 37700, State: Arizona, County: Graham County, Income: 48173, Poverty: 21.4
Entry(1958): Total Pop: 37704, State: Virginia, County: Prince George County, Income: 68461, Poverty: 12.3
Entry(1959): Total Pop: 37722, State: Puerto Rico, County: Dorado Municipio, Income: 29354, Poverty: 33.1
Entry(1960): Total Pop: 37751, State: Tennessee, County: Dyer County, Income: 44386, Poverty: 18.1
Entry(1961): Total Pop: 37763, State: Indiana, County: Knox County, Income: 44837, Poverty: 15.6
Entry(1962): Total Pop: 37787, State: Texas, County: Brown County, Income: 43062, Poverty: 16.4
Entry(1963): Total Pop: 37825, State: North Carolina, County: Yadkin County, Income: 41126, Poverty: 17.3
Entry(1964): Total Pop: 37914, State: South Carolina, County: Newberry County, Income: 39600, Poverty: 19.8
Entry(1965): Total Pop: 37919, State: Oklahoma, County: McClain County, Income: 62081, Poverty: 9.5
Entry(1966): Total Pop: 37944, State: Wyoming, County: Albany County, Income: 45816, Poverty: 23.0
Entry(1967): Total Pop: 38021, State: Oregon, County: Clatsop County, Income: 49828, Poverty: 12.2
Entry(1968): Total Pop: 38023, State: Michigan, County: Chippewa County, Income: 44030, Poverty: 17.1
Entry(1969): Total Pop: 38131, State: Missouri, County: Lawrence County, Income: 41673, Poverty: 17.1
Entry(1970): Total Pop: 38233, State: New York, County: Essex County, Income: 55294, Poverty: 8.9
Entry(1971): Total Pop: 38241, State: Idaho, County: Madison County, Income: 33620, Poverty: 31.8
Entry(1972): Total Pop: 38248, State: Indiana, County: Cass County, Income: 45558, Poverty: 13.9
Entry(1973): Total Pop: 38253, State: Puerto Rico, County: Las Piedras Municipio, Income: 20587, Poverty: 45.5
Entry(1974): Total Pop: 38288, State: Indiana, County: Montgomery County, Income: 53075, Poverty: 10.2
Entry(1975): Total Pop: 38289, State: Oklahoma, County: Pontotoc County, Income: 46689, Poverty: 17.3
Entry(1976): Total Pop: 38305, State: Illinois, County: Marion County, Income: 44679, Poverty: 17.8
Entry(1977): Total Pop: 38311, State: Ohio, County: Defiance County, Income: 55295, Poverty: 11.0
Entry(1978): Total Pop: 38358, State: Illinois, County: Jefferson County, Income: 46109, Poverty: 18.9
Entry(1979): Total Pop: 38584, State: Minnesota, County: Isanti County, Income: 67565, Poverty: 7.1
Entry(1980): Total Pop: 38589, State: Puerto Rico, County: Vega Alta Municipio, Income: 18053, Poverty: 50.6
Entry(1981): Total Pop: 38616, State: Kentucky, County: Calloway County, Income: 39269, Poverty: 22.4
Entry(1982): Total Pop: 38637, State: South Dakota, County: Brown County, Income: 53807, Poverty: 11.0
Entry(1983): Total Pop: 38689, State: Puerto Rico, County: San Lorenzo Municipio, Income: 18589, Poverty: 45.6
Entry(1984): Total Pop: 38697, State: Idaho, County: Latah County, Income: 43310, Poverty: 22.5
Entry(1985): Total Pop: 38720, State: Indiana, County: LaGrange County, Income: 58336, Poverty: 9.1
Entry(1986): Total Pop: 38747, State: Pennsylvania, County: Clarion County, Income: 44373, Poverty: 17.5
Entry(1987): Total Pop: 38858, State: Missouri, County: Scott County, Income: 41628, Poverty: 20.1
Entry(1988): Total Pop: 38942, State: Illinois, County: Woodford County, Income: 69507, Poverty: 7.4
Entry(1989): Total Pop: 38970, State: Puerto Rico, County: San Sebastián Municipio, Income: 14275, Poverty: 55.3
Entry(1990): Total Pop: 38991, State: Virginia, County: Warren County, Income: 65353, Poverty: 9.8
Entry(1991): Total Pop: 39005, State: Ohio, County: Champaign County, Income: 54495, Poverty: 11.1
Entry(1992): Total Pop: 39051, State: Louisiana, County: Natchitoches Parish, Income: 29001, Poverty: 31.9
Entry(1993): Total Pop: 39064, State: Florida, County: Hendry County, Income: 37966, Poverty: 25.5
Entry(1994): Total Pop: 39064, State: Texas, County: Cooke County, Income: 60027, Poverty: 13.9
Entry(1995): Total Pop: 39099, State: Kansas, County: Crawford County, Income: 38017, Poverty: 21.1
Entry(1996): Total Pop: 39121, State: Oklahoma, County: Okmulgee County, Income: 39567, Poverty: 19.5
Entry(1997): Total Pop: 39240, State: North Carolina, County: Person County, Income: 44921, Poverty: 18.1
Entry(1998): Total Pop: 39280, State: Maine, County: Waldo County, Income: 50162, Poverty: 14.3
Entry(1999): Total Pop: 39283, State: Texas, County: Chambers County, Income: 74368, Poverty: 12.9
Entry(2000): Total Pop: 39302, State: Illinois, County: Franklin County, Income: 39454, Poverty: 19.9
Entry(2001): Total Pop: 39321, State: Pennsylvania, County: Clinton County, Income: 47990, Poverty: 17.2
Entry(2002): Total Pop: 39336, State: Tennessee, County: Fayette County, Income: 57919, Poverty: 14.4
Entry(2003): Total Pop: 39360, State: Minnesota, County: Benton County, Income: 53574, Poverty: 14.1
Entry(2004): Total Pop: 39386, State: Minnesota, County: Mower County, Income: 53700, Poverty: 13.0
Entry(2005): Total Pop: 39414, State: Ohio, County: Guernsey County, Income: 42744, Poverty: 20.2
Entry(2006): Total Pop: 39444, State: Georgia, County: Murray County, Income: 41617, Poverty: 18.0
Entry(2007): Total Pop: 39450, State: Indiana, County: Harrison County, Income: 53897, Poverty: 12.9
Entry(2008): Total Pop: 39455, State: New Mexico, County: Rio Arriba County, Income: 33422, Poverty: 26.4
Entry(2009): Total Pop: 39470, State: Puerto Rico, County: Aguada Municipio, Income: 16199, Poverty: 52.2
Entry(2010): Total Pop: 39539, State: Virginia, County: Wise County, Income: 38255, Poverty: 19.9
Entry(2011): Total Pop: 39546, State: North Carolina, County: Pasquotank County, Income: 47264, Poverty: 18.1
Entry(2012): Total Pop: 39700, State: Maine, County: Knox County, Income: 53117, Poverty: 11.6
Entry(2013): Total Pop: 39704, State: Puerto Rico, County: Juncos Municipio, Income: 18533, Poverty: 51.0
Entry(2014): Total Pop: 39713, State: Tennessee, County: Cheatham County, Income: 56150, Poverty: 12.7
Entry(2015): Total Pop: 39713, State: Florida, County: Levy County, Income: 36554, Poverty: 21.9
Entry(2016): Total Pop: 39731, State: Utah, County: Summit County, Income: 94952, Poverty: 7.5
Entry(2017): Total Pop: 39763, State: Mississippi, County: Pike County, Income: 30949, Poverty: 32.3
Entry(2018): Total Pop: 39796, State: Puerto Rico, County: Coamo Municipio, Income: 19110, Poverty: 48.3
Entry(2019): Total Pop: 39824, State: Tennessee, County: Campbell County, Income: 35377, Poverty: 20.6
Entry(2020): Total Pop: 39876, State: Iowa, County: Des Moines County, Income: 47524, Poverty: 15.3
Entry(2021): Total Pop: 40014, State: Idaho, County: Nez Perce County, Income: 51804, Poverty: 14.4
Entry(2022): Total Pop: 40022, State: Arkansas, County: Union County, Income: 41106, Poverty: 20.1
Entry(2023): Total Pop: 40043, State: Louisiana, County: Webster Parish, Income: 30891, Poverty: 24.9
Entry(2024): Total Pop: 40139, State: Missouri, County: Howell County, Income: 34984, Poverty: 22.9
Entry(2025): Total Pop: 40210, State: Tennessee, County: Warren County, Income: 36765, Poverty: 21.6
Entry(2026): Total Pop: 40228, State: Florida, County: Okeechobee County, Income: 39059, Poverty: 22.3
Entry(2027): Total Pop: 40306, State: Texas, County: Kendall County, Income: 81023, Poverty: 5.7
Entry(2028): Total Pop: 40345, State: Pennsylvania, County: Warren County, Income: 45781, Poverty: 13.4
Entry(2029): Total Pop: 40354, State: Wyoming, County: Fremont County, Income: 55013, Poverty: 13.7
Entry(2030): Total Pop: 40476, State: Iowa, County: Marshall County, Income: 52752, Poverty: 11.2
Entry(2031): Total Pop: 40506, State: Texas, County: Upshur County, Income: 48796, Poverty: 13.8
Entry(2032): Total Pop: 40531, State: Georgia, County: Tift County, Income: 38728, Poverty: 27.8
Entry(2033): Total Pop: 40544, State: Texas, County: Caldwell County, Income: 51346, Poverty: 17.7
Entry(2034): Total Pop: 40570, State: Pennsylvania, County: Snyder County, Income: 54182, Poverty: 11.3
Entry(2035): Total Pop: 40585, State: Washington, County: Douglas County, Income: 55805, Poverty: 13.7
Entry(2036): Total Pop: 40705, State: Puerto Rico, County: Manatí Municipio, Income: 18191, Poverty: 46.1
Entry(2037): Total Pop: 40712, State: Wisconsin, County: Marinette County, Income: 44958, Poverty: 13.2
Entry(2038): Total Pop: 40723, State: Ohio, County: Mercer County, Income: 57052, Poverty: 7.4
Entry(2039): Total Pop: 40755, State: Alabama, County: Dallas County, Income: 30065, Poverty: 31.9
Entry(2040): Total Pop: 40756, State: Alabama, County: Tallapoosa County, Income: 42181, Poverty: 21.2
Entry(2041): Total Pop: 40769, State: Ohio, County: Ottawa County, Income: 56193, Poverty: 10.5
Entry(2042): Total Pop: 40886, State: New York, County: Wyoming County, Income: 55459, Poverty: 11.4
Entry(2043): Total Pop: 40908, State: Colorado, County: Montrose County, Income: 44865, Poverty: 17.8
Entry(2044): Total Pop: 40929, State: Oklahoma, County: Mayes County, Income: 45302, Poverty: 19.2
Entry(2045): Total Pop: 40978, State: Puerto Rico, County: Hatillo Municipio, Income: 17770, Poverty: 45.3
Entry(2046): Total Pop: 41016, State: Texas, County: Erath County, Income: 47013, Poverty: 22.6
Entry(2047): Total Pop: 41063, State: West Virginia, County: Wayne County, Income: 38905, Poverty: 20.8
Entry(2048): Total Pop: 41093, State: Arkansas, County: Baxter County, Income: 40072, Poverty: 12.6
Entry(2049): Total Pop: 41095, State: Louisiana, County: Avoyelles Parish, Income: 36763, Poverty: 23.7
Entry(2050): Total Pop: 41136, State: Wisconsin, County: Shawano County, Income: 51751, Poverty: 11.5
Entry(2051): Total Pop: 41181, State: Puerto Rico, County: Cidra Municipio, Income: 20389, Poverty: 43.2
