Entry(0): County: Abbeville County, State: South Carolina, Total Pop: 24788, Income: 35254, Poverty: 22.7
Entry(1750): County: Logan County, State: North Dakota, Total Pop: 1932, Income: 57379, Poverty: 7.5
Entry(1751): County: Logan County, State: Ohio, Total Pop: 45323, Income: 53051, Poverty: 13.7
Entry(1752): County: Logan County, State: West Virginia, Total Pop: 34428, Income: 37859, Poverty: 22.5
Entry(1753): County: Long County, State: Georgia, Total Pop: 17857, Income: 53083, Poverty: 20.0
Entry(1754): County: Lonoke County, State: Arkansas, Total Pop: 71568, Income: 57290, Poverty: 12.3
Entry(1755): County: Lorain County, State: Ohio, Total Pop: 305405, Income: 54987, Poverty: 13.7
Entry(1756): County: Los Alamos County, State: New Mexico, Total Pop: 18031, Income: 110190, Poverty: 5.1
Entry(1757): County: Los Angeles County, State: California, Total Pop: 10105722, Income: 61015, Poverty: 17.0
Entry(1758): County: Loudon County, State: Tennessee, Total Pop: 51024, Income: 55431, Poverty: 13.7
Entry(1759): County: Loudoun County, State: Virginia, Total Pop: 374558, Income: 129588, Poverty: 3.7
Entry(1760): County: Louisa County, State: Iowa, Total Pop: 11238, Income: 54393, Poverty: 11.0
Entry(1761): County: Louisa County, State: Virginia, Total Pop: 34813, Income: 56946, Poverty: 11.8
Entry(1762): County: Loup County, State: Nebraska, Total Pop: 537, Income: 58625, Poverty: 8.9
Entry(1763): County: Love County, State: Oklahoma, Total Pop: 9843, Income: 49409, Poverty: 12.2
Entry(1764): County: Loving County, State: Texas, Total Pop: 74, Income: 80938, Poverty: 17.1
Entry(1765): County: Lowndes County, State: Alabama, Total Pop: 10362, Income: 29785, Poverty: 30.2
Entry(1766): County: Lowndes County, State: Georgia, Total Pop: 113941, Income: 39911, Poverty: 25.0
Entry(1767): County: Lowndes County, State: Mississippi, Total Pop: 59558, Income: 43198, Poverty: 21.1
Entry(1768): County: Loíza Municipio, State: Puerto Rico, Total Pop: 27242, Income: 17273, Poverty: 51.9
Entry(1769): County: Lubbock County, State: Texas, Total Pop: 298042, Income: 49078, Poverty: 18.8
Entry(1770): County: Lucas County, State: Ohio, Total Pop: 433404, Income: 44820, Poverty: 19.8
Entry(1771): County: Lucas County, State: Iowa, Total Pop: 8600, Income: 47325, Poverty: 9.9
Entry(1772): County: Luce County, State: Michigan, Total Pop: 6406, Income: 41221, Poverty: 19.4
Entry(1773): County: Lumpkin County, State: Georgia, Total Pop: 31567, Income: 43039, Poverty: 20.1
Entry(1774): County: Luna County, State: New Mexico, Total Pop: 24319, Income: 27602, Poverty: 31.8
Entry(1775): County: Lunenburg County, State: Virginia, Total Pop: 12369, Income: 39537, Poverty: 18.6
Entry(1776): County: Luquillo Municipio, State: Puerto Rico, Total Pop: 18952, Income: 19377, Poverty: 46.0
Entry(1777): County: Luzerne County, State: Pennsylvania, Total Pop: 318222, Income: 49290, Poverty: 15.2
Entry(1778): County: Lycoming County, State: Pennsylvania, Total Pop: 115398, Income: 50634, Poverty: 14.0
Entry(1779): County: Lyman County, State: South Dakota, Total Pop: 3882, Income: 47113, Poverty: 21.7
Entry(1780): County: Lynchburg city, State: Virginia, Total Pop: 79237, Income: 41971, Poverty: 22.3
Entry(1781): County: Lynn County, State: Texas, Total Pop: 5785, Income: 44922, Poverty: 18.0
Entry(1782): County: Lyon County, State: Minnesota, Total Pop: 25789, Income: 54181, Poverty: 13.7
Entry(1783): County: Lyon County, State: Nevada, Total Pop: 52303, Income: 50920, Poverty: 13.7
Entry(1784): County: Lyon County, State: Iowa, Total Pop: 11745, Income: 62012, Poverty: 4.9
Entry(1785): County: Lyon County, State: Kansas, Total Pop: 33302, Income: 42992, Poverty: 18.6
Entry(1786): County: Lyon County, State: Kentucky, Total Pop: 8268, Income: 50268, Poverty: 14.1
Entry(1787): County: Mackinac County, State: Michigan, Total Pop: 10836, Income: 42559, Poverty: 15.4
Entry(1788): County: Macomb County, State: Michigan, Total Pop: 864019, Income: 58175, Poverty: 11.8
Entry(1789): County: Macon County, State: North Carolina, Total Pop: 34160, Income: 40659, Poverty: 17.7
Entry(1790): County: Macon County, State: Georgia, Total Pop: 13675, Income: 30851, Poverty: 28.6
Entry(1791): County: Macon County, State: Illinois, Total Pop: 107587, Income: 49052, Poverty: 16.6
Entry(1792): County: Macon County, State: Alabama, Total Pop: 19358, Income: 32308, Poverty: 25.9
Entry(1793): County: Macon County, State: Missouri, Total Pop: 15319, Income: 38903, Poverty: 17.0
Entry(1794): County: Macon County, State: Tennessee, Total Pop: 23239, Income: 35533, Poverty: 18.6
Entry(1795): County: Macoupin County, State: Illinois, Total Pop: 45960, Income: 53890, Poverty: 13.3
Entry(1796): County: Madera County, State: California, Total Pop: 154440, Income: 48210, Poverty: 22.1
Entry(1797): County: Madison County, State: Mississippi, Total Pop: 102212, Income: 68600, Poverty: 12.0
Entry(1798): County: Madison County, State: Virginia, Total Pop: 13108, Income: 52287, Poverty: 9.8
Entry(1799): County: Madison County, State: Montana, Total Pop: 7902, Income: 47900, Poverty: 10.6
Entry(1800): County: Madison County, State: Ohio, Total Pop: 43732, Income: 62897, Poverty: 10.2
Entry(1801): County: Madison County, State: North Carolina, Total Pop: 21347, Income: 40563, Poverty: 17.8
Entry(1802): County: Madison County, State: Florida, Total Pop: 18518, Income: 31816, Poverty: 31.9
Entry(1803): County: Madison County, State: Georgia, Total Pop: 28600, Income: 47653, Poverty: 17.6
Entry(1804): County: Madison County, State: Idaho, Total Pop: 38241, Income: 33620, Poverty: 31.8
Entry(1805): County: Madison County, State: Kentucky, Total Pop: 88376, Income: 46674, Poverty: 19.5
Entry(1806): County: Madison County, State: Nebraska, Total Pop: 35062, Income: 49865, Poverty: 16.0
Entry(1807): County: Madison County, State: Alabama, Total Pop: 353213, Income: 61318, Poverty: 13.6
Entry(1808): County: Madison County, State: Arkansas, Total Pop: 15907, Income: 42894, Poverty: 17.8
Entry(1809): County: Madison County, State: Illinois, Total Pop: 266153, Income: 56536, Poverty: 13.5
Entry(1810): County: Madison County, State: Indiana, Total Pop: 129641, Income: 45432, Poverty: 17.4
Entry(1811): County: Madison County, State: Iowa, Total Pop: 15720, Income: 60077, Poverty: 7.3
Entry(1812): County: Madison County, State: Missouri, Total Pop: 12226, Income: 37484, Poverty: 18.8
Entry(1813): County: Madison County, State: New York, Total Pop: 71760, Income: 58365, Poverty: 11.1
Entry(1814): County: Madison County, State: Tennessee, Total Pop: 97887, Income: 44496, Poverty: 20.3
Entry(1815): County: Madison County, State: Texas, Total Pop: 13979, Income: 44004, Poverty: 15.4
Entry(1816): County: Madison Parish, State: Louisiana, Total Pop: 11616, Income: 29424, Poverty: 36.4
Entry(1817): County: Magoffin County, State: Kentucky, Total Pop: 12783, Income: 29578, Poverty: 28.6
Entry(1818): County: Mahaska County, State: Iowa, Total Pop: 22301, Income: 50568, Poverty: 14.4
Entry(1819): County: Mahnomen County, State: Minnesota, Total Pop: 5500, Income: 42439, Poverty: 22.7
Entry(1820): County: Mahoning County, State: Ohio, Total Pop: 231857, Income: 43251, Poverty: 17.6
Entry(1821): County: Major County, State: Oklahoma, Total Pop: 7730, Income: 52056, Poverty: 13.1
Entry(1822): County: Malheur County, State: Oregon, Total Pop: 30421, Income: 37112, Poverty: 25.2
Entry(1823): County: Manassas Park city, State: Virginia, Total Pop: 16117, Income: 79131, Poverty: 10.3
Entry(1824): County: Manassas city, State: Virginia, Total Pop: 41379, Income: 77551, Poverty: 8.8
Entry(1825): County: Manatee County, State: Florida, Total Pop: 363542, Income: 53408, Poverty: 13.4
Entry(1826): County: Manatí Municipio, State: Puerto Rico, Total Pop: 40705, Income: 18191, Poverty: 46.1
Entry(1827): County: Manistee County, State: Michigan, Total Pop: 24432, Income: 44882, Poverty: 14.7
Entry(1828): County: Manitowoc County, State: Wisconsin, Total Pop: 79680, Income: 51053, Poverty: 10.2
Entry(1829): County: Marathon County, State: Wisconsin, Total Pop: 135293, Income: 56509, Poverty: 10.3
Entry(1830): County: Marengo County, State: Alabama, Total Pop: 19743, Income: 32255, Poverty: 25.6
Entry(1831): County: Maricao Municipio, State: Puerto Rico, Total Pop: 6180, Income: 13462, Poverty: 65.0
Entry(1832): County: Maricopa County, State: Arizona, Total Pop: 4155501, Income: 58580, Poverty: 15.7
Entry(1833): County: Maries County, State: Missouri, Total Pop: 8959, Income: 41715, Poverty: 18.9
Entry(1834): County: Marin County, State: California, Total Pop: 260814, Income: 104703, Poverty: 8.1
Entry(1835): County: Marinette County, State: Wisconsin, Total Pop: 40712, Income: 44958, Poverty: 13.2
Entry(1836): County: Marion County, State: Arkansas, Total Pop: 16374, Income: 36113, Poverty: 19.5
Entry(1837): County: Marion County, State: Florida, Total Pop: 343778, Income: 41964, Poverty: 17.6
Entry(1838): County: Marion County, State: Illinois, Total Pop: 38305, Income: 44679, Poverty: 17.8
Entry(1839): County: Marion County, State: Indiana, Total Pop: 939964, Income: 44869, Poverty: 19.8
Entry(1840): County: Marion County, State: Kansas, Total Pop: 12087, Income: 50212, Poverty: 10.7
Entry(1841): County: Marion County, State: Kentucky, Total Pop: 19335, Income: 40005, Poverty: 18.4
Entry(1842): County: Marion County, State: Tennessee, Total Pop: 28355, Income: 45366, Poverty: 18.1
Entry(1843): County: Marion County, State: Texas, Total Pop: 10140, Income: 36938, Poverty: 22.3
Entry(1844): County: Marion County, State: Alabama, Total Pop: 30058, Income: 35719, Poverty: 17.6
Entry(1845): County: Marion County, State: Iowa, Total Pop: 33127, Income: 57917, Poverty: 9.3
Entry(1846): County: Marion County, State: Mississippi, Total Pop: 25466, Income: 30998, Poverty: 25.9
Entry(1847): County: Marion County, State: Missouri, Total Pop: 28703, Income: 44098, Poverty: 18.4
Entry(1848): County: Marion County, State: Oregon, Total Pop: 330453, Income: 53828, Poverty: 15.9
Entry(1849): County: Marion County, State: West Virginia, Total Pop: 56575, Income: 48158, Poverty: 16.1
Entry(1850): County: Marion County, State: Ohio, Total Pop: 65483, Income: 44708, Poverty: 16.6
Entry(1851): County: Marion County, State: Georgia, Total Pop: 8558, Income: 39015, Poverty: 23.1
Entry(1852): County: Marion County, State: South Carolina, Total Pop: 31765, Income: 31129, Poverty: 26.5
Entry(1853): County: Mariposa County, State: California, Total Pop: 17658, Income: 51385, Poverty: 15.1
Entry(1854): County: Marlboro County, State: South Carolina, Total Pop: 27505, Income: 33921, Poverty: 26.6
Entry(1855): County: Marquette County, State: Wisconsin, Total Pop: 15164, Income: 49052, Poverty: 11.8
Entry(1856): County: Marquette County, State: Michigan, Total Pop: 67145, Income: 48491, Poverty: 16.4
Entry(1857): County: Marshall County, State: Illinois, Total Pop: 11925, Income: 55173, Poverty: 10.3
Entry(1858): County: Marshall County, State: Indiana, Total Pop: 46752, Income: 51869, Poverty: 11.5
Entry(1859): County: Marshall County, State: Kansas, Total Pop: 9859, Income: 50420, Poverty: 8.9
Entry(1860): County: Marshall County, State: Kentucky, Total Pop: 31177, Income: 49126, Poverty: 10.8
Entry(1861): County: Marshall County, State: South Dakota, Total Pop: 4759, Income: 60948, Poverty: 8.3
Entry(1862): County: Marshall County, State: Tennessee, Total Pop: 31753, Income: 46837, Poverty: 13.5
Entry(1863): County: Marshall County, State: Alabama, Total Pop: 94738, Income: 41104, Poverty: 21.0
Entry(1864): County: Marshall County, State: Iowa, Total Pop: 40476, Income: 52752, Poverty: 11.2
Entry(1865): County: Marshall County, State: Mississippi, Total Pop: 35981, Income: 41134, Poverty: 17.8
Entry(1866): County: Marshall County, State: West Virginia, Total Pop: 32006, Income: 42473, Poverty: 15.2
Entry(1867): County: Marshall County, State: Minnesota, Total Pop: 9397, Income: 57289, Poverty: 7.8
Entry(1868): County: Marshall County, State: Oklahoma, Total Pop: 16226, Income: 45671, Poverty: 14.7
Entry(1869): County: Martin County, State: Florida, Total Pop: 155719, Income: 55588, Poverty: 10.9
Entry(1870): County: Martin County, State: Texas, Total Pop: 5547, Income: 71115, Poverty: 7.0
Entry(1871): County: Martin County, State: Indiana, Total Pop: 10219, Income: 49372, Poverty: 13.3
Entry(1872): County: Martin County, State: Kentucky, Total Pop: 12175, Income: 29239, Poverty: 29.8
Entry(1873): County: Martin County, State: North Carolina, Total Pop: 23227, Income: 35969, Poverty: 19.2
Entry(1874): County: Martin County, State: Minnesota, Total Pop: 20084, Income: 53627, Poverty: 11.3
Entry(1875): County: Martinsville city, State: Virginia, Total Pop: 13256, Income: 33545, Poverty: 24.0
Entry(1876): County: Mason County, State: Washington, Total Pop: 61569, Income: 53087, Poverty: 16.2
Entry(1877): County: Mason County, State: Illinois, Total Pop: 13904, Income: 44695, Poverty: 13.9
Entry(1878): County: Mason County, State: Texas, Total Pop: 4122, Income: 40949, Poverty: 12.6
Entry(1879): County: Mason County, State: Kentucky, Total Pop: 17167, Income: 43082, Poverty: 18.0
Entry(1880): County: Mason County, State: Michigan, Total Pop: 28800, Income: 45524, Poverty: 16.0
Entry(1881): County: Mason County, State: West Virginia, Total Pop: 27000, Income: 38977, Poverty: 19.3
Entry(1882): County: Massac County, State: Illinois, Total Pop: 14594, Income: 42168, Poverty: 18.4
Entry(1883): County: Matagorda County, State: Texas, Total Pop: 36744, Income: 44896, Poverty: 20.6
Entry(1884): County: Matanuska-Susitna Borough, State: Alaska, Total Pop: 101135, Income: 74887, Poverty: 9.8
Entry(1885): County: Mathews County, State: Virginia, Total Pop: 8830, Income: 63622, Poverty: 10.6
Entry(1886): County: Maui County, State: Hawaii, Total Pop: 164094, Income: 72762, Poverty: 10.0
Entry(1887): County: Maunabo Municipio, State: Puerto Rico, Total Pop: 11297, Income: 17636, Poverty: 52.6
Entry(1888): County: Maury County, State: Tennessee, Total Pop: 87606, Income: 52080, Poverty: 13.0
Entry(1889): County: Maverick County, State: Texas, Total Pop: 57471, Income: 37734, Poverty: 24.5
Entry(1890): County: Mayagüez Municipio, State: Puerto Rico, Total Pop: 79615, Income: 14642, Poverty: 52.0
Entry(1891): County: Mayes County, State: Oklahoma, Total Pop: 40929, Income: 45302, Poverty: 19.2
Entry(1892): County: McClain County, State: Oklahoma, Total Pop: 37919, Income: 62081, Poverty: 9.5
Entry(1893): County: McCone County, State: Montana, Total Pop: 1728, Income: 46193, Poverty: 7.7
Entry(1894): County: McCook County, State: South Dakota, Total Pop: 5515, Income: 60808, Poverty: 9.3
Entry(1895): County: McCormick County, State: South Carolina, Total Pop: 9694, Income: 40622, Poverty: 20.1
Entry(1896): County: McCracken County, State: Kentucky, Total Pop: 65285, Income: 42894, Poverty: 17.1
Entry(1897): County: McCreary County, State: Kentucky, Total Pop: 17748, Income: 19264, Poverty: 41.0
Entry(1898): County: McCulloch County, State: Texas, Total Pop: 8145, Income: 42367, Poverty: 16.3
Entry(1899): County: McCurtain County, State: Oklahoma, Total Pop: 33026, Income: 34250, Poverty: 23.6
Entry(1900): County: McDonald County, State: Missouri, Total Pop: 22753, Income: 41207, Poverty: 19.0
Entry(1901): County: McDonough County, State: Illinois, Total Pop: 31597, Income: 42911, Poverty: 22.3
Entry(1902): County: McDowell County, State: North Carolina, Total Pop: 45069, Income: 38776, Poverty: 19.3
Entry(1903): County: McDowell County, State: West Virginia, Total Pop: 19707, Income: 25595, Poverty: 34.9
Entry(1904): County: McDuffie County, State: Georgia, Total Pop: 21488, Income: 40469, Poverty: 26.0
Entry(1905): County: McHenry County, State: Illinois, Total Pop: 308043, Income: 82230, Poverty: 7.3
Entry(1906): County: McHenry County, State: North Dakota, Total Pop: 5951, Income: 61788, Poverty: 7.9
Entry(1907): County: McIntosh County, State: North Dakota, Total Pop: 2680, Income: 46012, Poverty: 9.9
Entry(1908): County: McIntosh County, State: Georgia, Total Pop: 14061, Income: 43285, Poverty: 20.3
Entry(1909): County: McIntosh County, State: Oklahoma, Total Pop: 19874, Income: 38163, Poverty: 18.5
Entry(1910): County: McKean County, State: Pennsylvania, Total Pop: 42070, Income: 45866, Poverty: 17.3
Entry(1911): County: McKenzie County, State: North Dakota, Total Pop: 11679, Income: 79316, Poverty: 11.7
Entry(1912): County: McKinley County, State: New Mexico, Total Pop: 72849, Income: 30336, Poverty: 37.5
Entry(1913): County: McLean County, State: Illinois, Total Pop: 173231, Income: 64573, Poverty: 14.5
Entry(1914): County: McLean County, State: Kentucky, Total Pop: 9361, Income: 44242, Poverty: 19.2
Entry(1915): County: McLean County, State: North Dakota, Total Pop: 9607, Income: 63926, Poverty: 8.9
Entry(1916): County: McLennan County, State: Texas, Total Pop: 245720, Income: 46262, Poverty: 19.3
