Entry(0): State: Alabama, Total Pop: 55036, County: Autauga County, Income: 55317, Poverty: 13.7
Entry(1975): State: North Carolina, Total Pop: 41766, County: Davie County, Income: 53493, Poverty: 14.0
Entry(1976): State: North Carolina, Total Pop: 63866, County: Franklin County, Income: 48344, Poverty: 16.4
Entry(1977): State: North Carolina, Total Pop: 21059, County: Greene County, Income: 36989, Poverty: 25.8
Entry(1978): State: North Carolina, Total Pop: 112156, County: Henderson County, Income: 50454, Poverty: 11.8
Entry(1979): State: North Carolina, Total Pop: 41725, County: Jackson County, Income: 45078, Poverty: 21.6
Entry(1980): State: North Carolina, Total Pop: 80504, County: Lincoln County, Income: 50782, Poverty: 15.2
Entry(1981): State: North Carolina, Total Pop: 1034290, County: Mecklenburg County, Income: 61695, Poverty: 13.4
Entry(1982): State: North Carolina, Total Pop: 219866, County: New Hanover County, Income: 51457, Poverty: 18.0
Entry(1983): State: North Carolina, Total Pop: 39546, County: Pasquotank County, Income: 47264, Poverty: 18.1
Entry(1984): State: North Carolina, Total Pop: 20434, County: Polk County, Income: 48412, Poverty: 10.9
Entry(1985): State: North Carolina, Total Pop: 138940, County: Rowan County, Income: 46978, Poverty: 16.8
Entry(1986): State: North Carolina, Total Pop: 46124, County: Stokes County, Income: 44490, Poverty: 13.9
Entry(1987): State: North Carolina, Total Pop: 222095, County: Union County, Income: 70858, Poverty: 9.4
Entry(1988): State: North Carolina, Total Pop: 53421, County: Watauga County, Income: 41541, Poverty: 28.3
Entry(1989): State: North Carolina, Total Pop: 17605, County: Yancey County, Income: 37610, Poverty: 19.6
Entry(1990): State: North Dakota, Total Pop: 2368, County: Adams County, Income: 54700, Poverty: 9.2
Entry(1991): State: North Dakota, Total Pop: 3226, County: Bowman County, Income: 65435, Poverty: 8.5
Entry(1992): State: North Dakota, Total Pop: 5041, County: Dickey County, Income: 58357, Poverty: 6.3
Entry(1993): State: North Dakota, Total Pop: 3318, County: Foster County, Income: 59500, Poverty: 7.1
Entry(1994): State: North Dakota, Total Pop: 2601, County: Hettinger County, Income: 56118, Poverty: 9.3
Entry(1995): State: North Dakota, Total Pop: 2680, County: McIntosh County, Income: 46012, Poverty: 9.9
Entry(1996): State: North Dakota, Total Pop: 9986, County: Mountrail County, Income: 69622, Poverty: 11.2
Entry(1997): State: North Dakota, Total Pop: 11574, County: Ramsey County, Income: 55927, Poverty: 12.1
Entry(1998): State: North Dakota, Total Pop: 3883, County: Sargent County, Income: 60824, Poverty: 4.3
Entry(1999): State: North Dakota, Total Pop: 1915, County: Steele County, Income: 65437, Poverty: 3.8
Entry(2000): State: North Dakota, Total Pop: 69628, County: Ward County, Income: 64159, Poverty: 8.4
Entry(2001): State: North Dakota, Total Pop: 10971, County: Barnes County, Income: 56237, Poverty: 10.0
Entry(2002): State: North Dakota, Total Pop: 2253, County: Burke County, Income: 71667, Poverty: 7.3
Entry(2003): State: North Dakota, Total Pop: 2378, County: Divide County, Income: 54223, Poverty: 13.0
Entry(2004): State: North Dakota, Total Pop: 1892, County: Golden Valley County, Income: 44018, Poverty: 9.4
Entry(2005): State: North Dakota, Total Pop: 2457, County: Kidder County, Income: 60225, Poverty: 6.9
Entry(2006): State: North Dakota, Total Pop: 11679, County: McKenzie County, Income: 79316, Poverty: 11.7
Entry(2007): State: North Dakota, Total Pop: 2971, County: Nelson County, Income: 52417, Poverty: 8.4
Entry(2008): State: North Dakota, Total Pop: 5411, County: Ransom County, Income: 62524, Poverty: 6.6
Entry(2009): State: North Dakota, Total Pop: 1403, County: Sheridan County, Income: 49750, Poverty: 15.4
Entry(2010): State: North Dakota, Total Pop: 21058, County: Stutsman County, Income: 56088, Poverty: 11.1
Entry(2011): State: North Dakota, Total Pop: 4089, County: Wells County, Income: 54464, Poverty: 5.8
Entry(2012): State: North Dakota, Total Pop: 6875, County: Benson County, Income: 44500, Poverty: 33.3
Entry(2013): State: North Dakota, Total Pop: 92372, County: Burleigh County, Income: 67308, Poverty: 8.5
Entry(2014): State: North Dakota, Total Pop: 4349, County: Dunn County, Income: 68594, Poverty: 10.6
Entry(2015): State: North Dakota, Total Pop: 70130, County: Grand Forks County, Income: 51410, Poverty: 17.0
Entry(2016): State: North Dakota, Total Pop: 4106, County: LaMoure County, Income: 57463, Poverty: 10.7
Entry(2017): State: North Dakota, Total Pop: 9607, County: McLean County, Income: 63926, Poverty: 8.9
Entry(2018): State: North Dakota, Total Pop: 1822, County: Oliver County, Income: 71500, Poverty: 3.1
Entry(2019): State: North Dakota, Total Pop: 2543, County: Renville County, Income: 66023, Poverty: 4.8
Entry(2020): State: North Dakota, Total Pop: 4420, County: Sioux County, Income: 40795, Poverty: 37.1
Entry(2021): State: North Dakota, Total Pop: 2258, County: Towner County, Income: 54625, Poverty: 12.4
Entry(2022): State: North Dakota, Total Pop: 32916, County: Williams County, Income: 89874, Poverty: 9.0
Entry(2023): State: North Dakota, Total Pop: 983, County: Billings County, Income: 91518, Poverty: 10.3
Entry(2024): State: North Dakota, Total Pop: 170620, County: Cass County, Income: 58026, Poverty: 11.2
Entry(2025): State: North Dakota, Total Pop: 2321, County: Eddy County, Income: 55294, Poverty: 13.2
Entry(2026): State: North Dakota, Total Pop: 2387, County: Grant County, Income: 50875, Poverty: 12.8
Entry(2027): State: North Dakota, Total Pop: 1932, County: Logan County, Income: 57379, Poverty: 7.5
Entry(2028): State: North Dakota, Total Pop: 8637, County: Mercer County, Income: 80337, Poverty: 7.3
Entry(2029): State: North Dakota, Total Pop: 7050, County: Pembina County, Income: 61393, Poverty: 5.6
Entry(2030): State: North Dakota, Total Pop: 16333, County: Richland County, Income: 60551, Poverty: 9.7
Entry(2031): State: North Dakota, Total Pop: 674, County: Slope County, Income: 61250, Poverty: 6.8
Entry(2032): State: North Dakota, Total Pop: 8050, County: Traill County, Income: 60952, Poverty: 6.9
Entry(2033): State: North Dakota, Total Pop: 6651, County: Bottineau County, Income: 58767, Poverty: 8.6
Entry(2034): State: North Dakota, Total Pop: 3817, County: Cavalier County, Income: 65505, Poverty: 8.6
Entry(2035): State: North Dakota, Total Pop: 3389, County: Emmons County, Income: 46581, Poverty: 11.9
Entry(2036): State: North Dakota, Total Pop: 2276, County: Griggs County, Income: 50272, Poverty: 8.0
Entry(2037): State: North Dakota, Total Pop: 5951, County: McHenry County, Income: 61788, Poverty: 7.9
Entry(2038): State: North Dakota, Total Pop: 30059, County: Morton County, Income: 65385, Poverty: 7.9
Entry(2039): State: North Dakota, Total Pop: 4272, County: Pierce County, Income: 45996, Poverty: 17.6
Entry(2040): State: North Dakota, Total Pop: 14657, County: Rolette County, Income: 36170, Poverty: 32.4
Entry(2041): State: North Dakota, Total Pop: 30316, County: Stark County, Income: 77328, Poverty: 8.1
Entry(2042): State: North Dakota, Total Pop: 10920, County: Walsh County, Income: 50781, Poverty: 9.9
Entry(2043): State: Ohio, Total Pop: 53299, County: Ashland County, Income: 50893, Poverty: 14.2
Entry(2044): State: Ohio, Total Pop: 43799, County: Brown County, Income: 49188, Poverty: 17.8
Entry(2045): State: Ohio, Total Pop: 202166, County: Clermont County, Income: 64183, Poverty: 9.8
Entry(2046): State: Ohio, Total Pop: 1257401, County: Cuyahoga County, Income: 46720, Poverty: 18.3
Entry(2047): State: Ohio, Total Pop: 151526, County: Fairfield County, Income: 63424, Poverty: 9.9
Entry(2048): State: Ohio, Total Pop: 93895, County: Geauga County, Income: 77104, Poverty: 6.5
Entry(2049): State: Ohio, Total Pop: 31576, County: Hardin County, Income: 46404, Poverty: 16.6
Entry(2050): State: Ohio, Total Pop: 43808, County: Holmes County, Income: 58728, Poverty: 12.0
Entry(2051): State: Ohio, Total Pop: 229701, County: Lake County, Income: 61137, Poverty: 8.3
Entry(2052): State: Ohio, Total Pop: 433404, County: Lucas County, Income: 44820, Poverty: 19.8
Entry(2053): State: Ohio, Total Pop: 23234, County: Meigs County, Income: 42105, Poverty: 22.5
Entry(2054): State: Ohio, Total Pop: 14773, County: Morgan County, Income: 40276, Poverty: 21.5
Entry(2055): State: Ohio, Total Pop: 18951, County: Paulding County, Income: 49866, Poverty: 10.7
Entry(2056): State: Ohio, Total Pop: 41328, County: Preble County, Income: 52661, Poverty: 12.4
Entry(2057): State: Ohio, Total Pop: 76871, County: Scioto County, Income: 38978, Poverty: 23.9
Entry(2058): State: Ohio, Total Pop: 203341, County: Trumbull County, Income: 45380, Poverty: 17.2
Entry(2059): State: Ohio, Total Pop: 223868, County: Warren County, Income: 79397, Poverty: 5.1
Entry(2060): State: Ohio, Total Pop: 22190, County: Wyandot County, Income: 49767, Poverty: 11.3
Entry(2061): State: Ohio, Total Pop: 98622, County: Ashtabula County, Income: 43017, Poverty: 19.8
Entry(2062): State: Ohio, Total Pop: 375702, County: Butler County, Income: 62188, Poverty: 12.9
Entry(2063): State: Ohio, Total Pop: 41869, County: Clinton County, Income: 49997, Poverty: 14.7
Entry(2064): State: Ohio, Total Pop: 51919, County: Darke County, Income: 50064, Poverty: 11.6
Entry(2065): State: Ohio, Total Pop: 28659, County: Fayette County, Income: 44289, Poverty: 17.7
Entry(2066): State: Ohio, Total Pop: 164825, County: Greene County, Income: 65032, Poverty: 12.3
Entry(2067): State: Ohio, Total Pop: 15397, County: Harrison County, Income: 46223, Poverty: 15.7
Entry(2068): State: Ohio, Total Pop: 58497, County: Huron County, Income: 49710, Poverty: 14.2
Entry(2069): State: Ohio, Total Pop: 61057, County: Lawrence County, Income: 45466, Poverty: 18.6
Entry(2070): State: Ohio, Total Pop: 43732, County: Madison County, Income: 62897, Poverty: 10.2
Entry(2071): State: Ohio, Total Pop: 40723, County: Mercer County, Income: 57052, Poverty: 7.4
Entry(2072): State: Ohio, Total Pop: 34935, County: Morrow County, Income: 52767, Poverty: 9.7
Entry(2073): State: Ohio, Total Pop: 35983, County: Perry County, Income: 46477, Poverty: 19.2
Entry(2074): State: Ohio, Total Pop: 34037, County: Putnam County, Income: 61161, Poverty: 7.2
Entry(2075): State: Ohio, Total Pop: 55549, County: Seneca County, Income: 49153, Poverty: 15.2
Entry(2076): State: Ohio, Total Pop: 92531, County: Tuscarawas County, Income: 49460, Poverty: 13.8
Entry(2077): State: Ohio, Total Pop: 60871, County: Washington County, Income: 46021, Poverty: 15.5
Entry(2078): State: Ohio, Total Pop: 65563, County: Athens County, Income: 37191, Poverty: 30.2
Entry(2079): State: Ohio, Total Pop: 27825, County: Carroll County, Income: 51748, Poverty: 14.8
Entry(2080): State: Ohio, Total Pop: 104584, County: Columbiana County, Income: 45498, Poverty: 15.4
Entry(2081): State: Ohio, Total Pop: 38311, County: Defiance County, Income: 55295, Poverty: 11.0
Entry(2082): State: Ohio, Total Pop: 1253507, County: Franklin County, Income: 56319, Poverty: 16.7
Entry(2083): State: Ohio, Total Pop: 39414, County: Guernsey County, Income: 42744, Poverty: 20.2
Entry(2084): State: Ohio, Total Pop: 27463, County: Henry County, Income: 58070, Poverty: 9.0
Entry(2085): State: Ohio, Total Pop: 32624, County: Jackson County, Income: 43397, Poverty: 20.6
Entry(2086): State: Ohio, Total Pop: 170678, County: Licking County, Income: 59747, Poverty: 11.8
Entry(2087): State: Ohio, Total Pop: 231857, County: Mahoning County, Income: 43251, Poverty: 17.6
Entry(2088): State: Ohio, Total Pop: 104081, County: Miami County, Income: 54568, Poverty: 9.9
Entry(2089): State: Ohio, Total Pop: 85933, County: Muskingum County, Income: 43325, Poverty: 16.6
Entry(2090): State: Ohio, Total Pop: 57075, County: Pickaway County, Income: 60314, Poverty: 12.0
Entry(2091): State: Ohio, Total Pop: 121533, County: Richland County, Income: 44138, Poverty: 15.6
Entry(2092): State: Ohio, Total Pop: 48902, County: Shelby County, Income: 57673, Poverty: 8.9
Entry(2093): State: Ohio, Total Pop: 54688, County: Union County, Income: 78848, Poverty: 7.4
Entry(2094): State: Ohio, Total Pop: 115915, County: Wayne County, Income: 54037, Poverty: 13.0
Entry(2095): State: Ohio, Total Pop: 27926, County: Adams County, Income: 36320, Poverty: 23.8
Entry(2096): State: Ohio, Total Pop: 45778, County: Auglaize County, Income: 59516, Poverty: 9.0
Entry(2097): State: Ohio, Total Pop: 39005, County: Champaign County, Income: 54495, Poverty: 11.1
Entry(2098): State: Ohio, Total Pop: 36602, County: Coshocton County, Income: 43251, Poverty: 15.0
Entry(2099): State: Ohio, Total Pop: 193024, County: Delaware County, Income: 100229, Poverty: 5.1
Entry(2100): State: Ohio, Total Pop: 42296, County: Fulton County, Income: 57774, Poverty: 10.6
Entry(2101): State: Ohio, Total Pop: 808703, County: Hamilton County, Income: 52389, Poverty: 17.0
Entry(2102): State: Ohio, Total Pop: 43031, County: Highland County, Income: 42333, Poverty: 21.6
Entry(2103): State: Ohio, Total Pop: 67349, County: Jefferson County, Income: 43161, Poverty: 17.6
Entry(2104): State: Ohio, Total Pop: 45323, County: Logan County, Income: 53051, Poverty: 13.7
Entry(2105): State: Ohio, Total Pop: 65483, County: Marion County, Income: 44708, Poverty: 16.6
Entry(2106): State: Ohio, Total Pop: 14239, County: Monroe County, Income: 43299, Poverty: 19.7
Entry(2107): State: Ohio, Total Pop: 14498, County: Noble County, Income: 42171, Poverty: 12.9
Entry(2108): State: Ohio, Total Pop: 28291, County: Pike County, Income: 43562, Poverty: 20.0
Entry(2109): State: Ohio, Total Pop: 77125, County: Ross County, Income: 45792, Poverty: 18.2
Entry(2110): State: Ohio, Total Pop: 374273, County: Stark County, Income: 50117, Poverty: 14.0
Entry(2111): State: Ohio, Total Pop: 28262, County: Van Wert County, Income: 50974, Poverty: 12.7
Entry(2112): State: Ohio, Total Pop: 37061, County: Williams County, Income: 47593, Poverty: 13.5
Entry(2113): State: Ohio, Total Pop: 104157, County: Allen County, Income: 47905, Poverty: 15.0
Entry(2114): State: Ohio, Total Pop: 68889, County: Belmont County, Income: 46484, Poverty: 14.1
Entry(2115): State: Ohio, Total Pop: 135520, County: Clark County, Income: 46275, Poverty: 16.6
Entry(2116): State: Ohio, Total Pop: 42231, County: Crawford County, Income: 41726, Poverty: 16.2
Entry(2117): State: Ohio, Total Pop: 75369, County: Erie County, Income: 51033, Poverty: 13.0
Entry(2118): State: Ohio, Total Pop: 30203, County: Gallia County, Income: 42002, Poverty: 20.9
Entry(2119): State: Ohio, Total Pop: 75508, County: Hancock County, Income: 52831, Poverty: 12.1
Entry(2120): State: Ohio, Total Pop: 28547, County: Hocking County, Income: 48073, Poverty: 14.2
Entry(2121): State: Ohio, Total Pop: 60945, County: Knox County, Income: 51211, Poverty: 13.8
Entry(2122): State: Ohio, Total Pop: 305405, County: Lorain County, Income: 54987, Poverty: 13.7
Entry(2123): State: Ohio, Total Pop: 176362, County: Medina County, Income: 71595, Poverty: 6.2
Entry(2124): State: Ohio, Total Pop: 531987, County: Montgomery County, Income: 47045, Poverty: 17.9
Entry(2125): State: Ohio, Total Pop: 40769, County: Ottawa County, Income: 56193, Poverty: 10.5
Entry(2126): State: Ohio, Total Pop: 162080, County: Portage County, Income: 53816, Poverty: 14.5
Entry(2127): State: Ohio, Total Pop: 59559, County: Sandusky County, Income: 50370, Poverty: 13.6
Entry(2128): State: Ohio, Total Pop: 541318, County: Summit County, Income: 53291, Poverty: 13.6
Entry(2129): State: Ohio, Total Pop: 13142, County: Vinton County, Income: 41541, Poverty: 21.1
Entry(2130): State: Ohio, Total Pop: 129504, County: Wood County, Income: 58033, Poverty: 13.4
Entry(2131): State: Oklahoma, Total Pop: 22971, County: Beckham County, Income: 49625, Poverty: 12.6
Entry(2132): State: Oklahoma, Total Pop: 48407, County: Carter County, Income: 47754, Poverty: 16.4
Entry(2133): State: Oklahoma, Total Pop: 5666, County: Coal County, Income: 39931, Poverty: 20.3
Entry(2134): State: Oklahoma, Total Pop: 29169, County: Custer County, Income: 48520, Poverty: 15.8
